plot	genre
"Юдзи Кадзами в 10 лет потерял родителей и был воспитан людьми, для которых писаные законы – пустой звук, а чужие жизни – что трава на ветру. Творя разное, парень быстро познал законы темного мира, и ныне его разум отточен, рефлексы – совершенны, а принципы гибки, как стальной клинок. Но даже сталь имеет предел усталости, и «рыцарь ночи» обратился к знакомой хозяйке частной школы с просьбой дать ему возможность пожить жизнью обычного старшеклассника со всеми прилагающимися маленькими радостями. Та ответила, что Юдзи пришел по адресу, ведь академия Михама закрыта для публики, а учатся в ней всего пять девушек!

Но что такое новая школа – крепость пяти затворниц или тюрьма, что защищает мир от их существования? Угрюмая Юмико, затейница Аманэ, маленькая дикарка Макина, фальшивая цундэрэ Митиру и Сати, заигравшаяся в горничную – все они несут в себе какую-то боль, отгородившую их от семьи, сверстников и внешнего мира. Загнанные в круг, девушки не могут помочь себе – спасением может стать лишь человек со стороны, одинокий циник и философ. Так что впереди у Юдзи много работы, но не ждите скучной слезливой романтики – за новую цель и волю к жизни ученицы Михамы кого угодно на куски порвут!"	романтика
"22-летний Юки Айто – талантливый художник, умеренный извращенец и закоренелый фетишист, душой навеки оставшийся в золотом детстве. Именно поэтому его манга «Кафе «Смущение» нашла свою аудиторию и завоевала популярность, а автору выделили персонального редактора, симпатичную и волевую Михари Отосуну. Конечно же, творческой личности чужды понятия о сроках и графиках, но Михари знает Юки со школы и в курсе, как стимулировать его либ… то есть, личную работоспособность!

Основная помощница Айто, 19-летняя Сахото Асису - холодная красавица, равнодушная к поползновениям «сэнсэя». На самом же деле девушка готова на все, чтобы понять, почему у нее, неплохой рисовальщицы, никак не получается зажечь «священный огонь», что отличает творение от поделки. Но даже сработанный дуэт срывает сроки, и опытный редактор мобилизует новых помощниц: 18-летнюю фанатку Ринну Фува (ничего не умеет, зато человек хороший) и куда более компетентную Сэну Курой, несмотря на свои 19 лет – типичную малышку-цундэрэ. И попробуй, в таком-то цветнике, не сдать главу вовремя!"	фантастика
"17-летняя Юй Кусанаги, дочь синтоистского жреца, всю жизнь только училась, прислуживала в храме да занималась фамильным стилем кэндзюцу. И вот однажды девушка обнаружила чудесный меч, одно прикосновение к которому переправило ее в странное место, похожее на огромную, но пустующую школу. Сомнения развеял повелитель Зевс, объяснивший, что молодое поколение небожителей разболталось, утратило связь с людьми, их надеждами и чаяниями. Всех этих оболтусов призвали назад в школу на год профессиональной переподготовки, а Юй будет учиться вместе с ними в качестве наставника и живого примера в вопросах человековедения и любви!

С отцом богов не спорят, и героиня решила осмотреться и понять, с кем придется провести последний школьный год. А смотреть было на что: божественные ученики приняли человеческий облик, временно лишились сил, но породу-то не спрячешь! Скандинавский пантеон оказался представлен шутником Локи, крепышом Тором и душкой Бальдром, от греков выступили мрачный Аид, весельчак Дионис и красавец Аполлон, а вот и земляки – грубиян Сусаноо и Цукиёми, парень не от мира сего. Завучем Зевс назначил египтянина Тота, а чтобы не было скучно, создал массовку – сотни учеников, неотличимых от настоящих. Теперь Юй и ребятам пора срочно наполнять клепсидру знаний, а то бородатый на второй год оставит!"	романтика
"Загадочный разумный вирус М34 грозит вымиранием всему человечеству... И с этой угрозой, попавшей к нам из глубин космоса, не в силах совладать ни лучшие учёные со всего мира, ни специально созданные боевые машины, ни отчаянные солдаты будущего - бойцы НБО (Нано-Броневых Отрядов). Правда, в секретных военных лабораториях идут испытания нового оружия - подразделения ""Ай"", которое с помощью сверхъестественных способностей человека способно разрушать самые ужасные создания М34. Но единственный яркий носитель этого дара, надежда всей Земли девушка Ай неожиданно влюбляется в простого солдата из НБО. Что принесёт их запретная любовь гибнущей планете?"	фантастика
"Когда человеку чего-то хочется, он готов горы свернуть. Чего людям обычно хочется, объяснил еще старина Фрейд, а в недалеком будущем энергию хай-эро частиц научились измерять и использовать в мирных целях. Присосаться к дармовой энергии решила невесть откуда взявшаяся Пингвинья империя, обладающая страшным оружием – танцем маленьких…  пингвинов с передними хвостами. После просмотра такого ужаса даже закоренелые циники и прожженные политики попадают в скорбный дом. Впрочем, зловредные захватчики готовы покорять Землю и другими, привычными средствами, например, боевыми пингвинороботами!

Но где же избранники, защитники и спасители человечества? Да вот они, прячутся в подвале парикмахерской. Именно там создан могучий робот Даймидалер, пилот которого, впрочем, должен обладать небывалым уровнем хай-эро энергии. Искать такого героя, круглосуточно озабоченного… э-э… будущим планеты, можно только среди простых японских школьников. 16-летний Койти Маданбаси доказал, что, перейдя от журналов к практической работе с «оппай», способен влегкую заменить пару Фукусим! Теперь с помощью красавицы Кёко, готовой принести себя в жертву на алтарь освобождения, Маданбаси быстро покажет злобным пингвинам, в какой стороне утесы Антарктиды!"	комедия
"16-летний Кадзунари Уса, честный, но недалекий, полагал, что с началом старшей школы жизнь чудесно изменится. Подальше от родителей, поближе к девушкам, собственное жилье – что еще нужно для души? С жильем помогла мама, и парень, даже не проверив адрес, поспешил в школу, где и встретил ЕЕ – свою мечту. Кое-как добравшись потом до места жительства, Кадзунари узнал две новости – плохую и хорошую. Плохая заключалась в том, что доходный дом Кавай выглядел типичной деревянной развалиной, а комнату пришлось делить со странным типом по имени Сиросаки. Хорошая же искупала все – его богиня и обретенная любовь Рицу Кавай оказалась соседкой по общежитию и двоюродной внучкой хозяйки!

Любовь воистину открывает глаза, и Уса понял, что новый дом – не фанерный сарай, а романтический особняк в традиционном стиле, его хозяйка Сумико – не старая хитрованка, а мудрая женщина, фактически будущая родня, ну а сосед по комнате – никакой не мазохист-извращенец, а просто философ и безобидный оригинал. Остальные жильцы – несчастливая в личной жизни, оттого сильно пьющая офисная леди Маюми и студентка Саяка, девушка со специфическими наклонностями, тоже быстро вписались в картину мира Кадзунари-куна, основанную на добре, гармонии и всеобщей любви. Все мы люди со своими достоинствами и недостатками, Будда учил прощать и помогать друг другу, а иначе в доме Кавай жить невозможно!"	романтика
Пародия на аниме-детективы, где обязательно должна быть блондинка в паранормальном декольте, гениальный подросток с неясной гендерной принадлежностью, мускулистый лузер и кто-нибудь еще для ровного счета. Вся эта компания занимается расследованием похищений старшеклассниц и моэшных медсестричек, взрывает особняки, бродит по заброшенным подземным торговым комплексам и выясняет отношения с прехорошенькими двойными агентами...И?… и всё! Неужели этого кому-то может быть недостаточно? Ну-у... э-э… возьмите на сдачу много, МНОГО комического фансервиса.	романтика
"Мир будущего снова раскололся на два лагеря. С одной стороны, Америка и Япония объединились в Альянс ради защиты свободы и демократии, с другой – неизвестные завоеватели подмяли под себя Европу, Россию и Азию, образовав республику Зогилия, стремящуюся к мировому господству. Каждая сторона, несмотря на ограниченность ресурсов, создает все более совершенных боевых роботов, ставших главной силой на всех театрах военных действий. В 2088 году наступило шаткое равновесие, время, когда даже маленький камушек может сорвать большую лавину.

Японский школьник Аоба Ватасэ, наш 16-летний современник, жил-поживал у моря в городе Нарасино и мечтать не мог, что однажды окажется в тесной кабине боевого робота вместе с красавицей-одноклассницей Хиной Юмихарой. Впрочем, даже наивный Аоба понял, что Хина не та, за кого себя выдает, когда девушка вполне профессионально отбилась от другого пилота, а потом направила машину в будущее, успев лишь подсказать парню, чтобы искал какого-то Дио. Вы уже догадались, что Ватасэ угодил в 2088 год, прямиком в гущу боя, причем судьба вынудила его выбрать сторону Альянса. Что дальше? «Гандамов» смотрели – зачем тогда спрашиваете?!"	повседневность
"Десятиклассник Эйитиро Маруо – круглый отличник, привыкший поступать по законам логики и здравого смысла. Вот только Маруо – не хлипкий «ботаник», а нормальный парень, и когда он узнал, что красавица Нацу Такасаки из соседнего класса ходит в Южный теннисный клуб, то тоже записался туда, сказав себе, что «мужчина должен всегда быть в форме». Вскоре Эй-сан убедился, что Нацу – девчонка простая и позитивная, фанатка тенниса и сама неплохой игрок. И чем же удивить подругу, если ты не Пит Сампрас, а соперники уже много лет машут ракеткой? Очень просто – на корте надо работать не только ногами, но и головой!

Теннис не зря сравнивают с шахматами – на мировой арене всегда были игроки, тщательно анализирующие чужую технику и психологию, часто побеждающие еще до выхода на корт. Эйитиро нашел свой путь и начал вести записи о стиле и приемах соперников. Мудрый тренер Миура с первых матчей понял, что у новичка острый глаз, он способен быстро «читать игру» и учиться буквально на ходу. Решимость есть, осталось только нарабатывать «физику», копить опыт, и победы придут. Принцем тенниса герою становиться поздновато, но ради любимой можно стать сразу королем!"	повседневность
"Дайти Манацу вырос на острове Танэгасима, в сердце японской космической программы. После гибели отца-астронавта мальчик уехал с острова и вернулся уже 17-летним подростком. Гуляя по знакомым до боли местам, парень заглянул в заброшенный ангар, где, как и положено, встретил свою судьбу. Теперь Дайти – пилот боевого робота и лидер команды защиты Земли, состоящей из друзей детства Тэппэя и Ханы. Вот только предаваться воспоминаниям герою некогда – враги, убившие его отца, уже здесь.

Кстати, враги, человекообразные машины из глубин космоса, вовсе не заинтересованы в уничтожении человечества. Просто они считают, что люди слишком напрягаются от избытка жизненной энергии, и от этого избытка их надо дружески освободить, превратив в дойное стадо. Но великолепная троица главных героев, усиленная гениальным хакером Акари, сможет добрым словом и оргонным лучом объяснить наглым пришельцам всю глубину их заблуждений. В конце концов, спали несчастные машины сотню миллионов лет – и еще поспят!"	повседневность
Судзу Нэкояма («Кошкина») и Ятиё Инугами («Собакина») полностью оправдывают свои фамилии: Судзу миниатюрная, изящная, себе на уме, а Ятиё простодушная, порывистая и отзывчивая. При этом Судзу любит собак («они такие преданные… и дрессировке хорошо поддаются!»), а Ятиё без ума от кошек (какие тут нужны объяснения? кошки – это воплощенное очарование!).Разумеется, они понравились друг другу с первого взгляда! Судзу только нужен повод согласиться (уважающая себя кошка не торопит события), а Ятиё придумывает способы соблазнить подружку (чай с кошачьей мятой, например – кошки от него хмелеют!)...	романтика
"Восьмиклассница Руко Коминато – мягкая и стеснительная натура, такая и мухи не обидит. Чтобы сестренка стала общительнее и смогла завести  друзей, старший брат подарил ей колоду новой игры «Виксосс», безумно популярной среди японской молодежи. Вечером в своей комнате Руко открыла подарок и ахнула – верхняя карта в виде девочки в белом платье оказалась живой! На следующий день девушка узнала о себе много нового – она вдруг оказалась Селектором, одной из избранных, кто может с помощью живой карты входить в Призрачный мир и устраивать настоящие карточные бои. Зачем? Потому что победительница получает все!

Примерно так героине объяснила энергичная одноклассница Юдзуки Курэбаяси. Тайные силы, стоящие за  «Виксоссом», устраивают турнир. Неудачниц отсеют, после трех поражений живую карту отберут, и вход в мир магии будет закрыт. Зато дошедшей до конца, «Бесконечной Деве», организаторы гарантируют исполнение самого заветного желания. Желание самой Юдзуки, обожающей брата-близнеца Кадзуки, достаточно ясно, а вот у Руко никаких идей нет, она вступила в игру просто так, чтобы не обидеть новую подругу. И тут Коминато ждал сюрприз – ее малышка с карты, названная Тамой, оказалась жестким, агрессивным бойцом и легко пересилила Ханаё, представительницу Юдзуки; хорошо еще, что бой прервали. А что будет, если Руко все-таки найдет мотивацию?"	драма
"Что делать, если ваша правая рука зажила своей жизнью? 16-летний Синъити Идзуми чуть с ума не сошел, но вовремя остановился. В руке простого японского школьника поселился паразит – из расы пришельцев, что прилетели поработить человечество. Только нормальные паразиты сразу выедают мозг через уши и нос, а Сина спасли наушники и чуткий сон, вот и сложилось необычное партнерство. Пообщавшись с сожителем, которого без затей назвал Правым, парень выработал простое правило – он питается за двоих, а напарник помогает решать проблемы, благо правая рука Идзуми теперь может творить чудеса на зависть мастерам каратэ!

Между тем другие паразиты, успешно захватившие тела жертв, решили разобраться с Синъити, ибо он знает их тайну, а сами пришельцы пока слабоваты для открытой войны. К счастью или нет, оказалось, что Правый – жуткий эгоист: собственное существование его волнует куда больше, чем цели всей расы, и незваный гость готов защищать своего хозяина. Так началась жизнь очередного тайного героя, в которой Син должен сражаться с инопланетным злом, скрываясь от людей, теряя родных и близких. Сколько главному герою еще нести свой тяжкий крест, не знает никто, в том числе и он сам. А вообще, на все человечество никаких паразитов не хватит!"	повседневность
"На арене Флау продолжаются Большие Магические Игры 791 года, призванные определить сильнейшую гильдию Фиоре. Но жестокие битвы, привлекающие тысячи зрителей – лишь прикрытие вечной и незримой борьбы Света и Тьмы, что уходит корнями в начало времен. Да, мы снова в волшебном мире, где верить можно лишь тем, с кем вместе стоял плечом к плечу, кто стал тебе новой семьей. За пределами этого круга любая внешность и слова обманчивы – праведник может оказаться демоном, а закоренелый подонок - мечтать об искуплении. Если же учесть, что сильнейшие маги способны побеждать время, странствовать по мирам и надевать любые маски, то жить в мире Фейри Тейл непросто, зато весело!

А пока что команда Нацу вместо полноценного загула по случаю победы в полуфинале отправляется в подземелья арены. Зачем? Ну, во-первых, выяснить, чего там раскопал Гэдзилл во время последнего боя, а во-вторых, конечно же, чтобы влипнуть в очередные неприятности. Неприятностей у наших старых знакомых будет еще много – от драконов отбиваться придется,  друзей из-за решетки вытаскивать, Солнечную Деревню спасать, а также устраивать эмо-злодею Зерефу шоковую терапию (говорят, помогает). И вообще, есть мнение, что одна неугомонная гильдия была на самом деле создана для того, чтобы, пусть с шумом и пылью, но поддерживать равновесие в мире. Дальше? Дальше просто смотрите сериал, а то дед Макаров ругаться будет!"	повседневность
"Сэйя Каниэ в детстве был знаменитым актером, но потом пережил трагедию и спрятался в образе законченного нарцисса и эгоиста. Красавца-отличника ничто не волнует, хотя… можно и послушать, когда тихая одноклассница Исудзу Сэнто сует тебе в лоб неясно откуда взявшийся старинный мушкет. Так Сэйя узнал о парке развлечений Амаги, оказавшимся анклавом волшебной Кленовой страны, обитатели которой не могут жить без светлой маны. Увы, как поведала местная принцесса Латифа, людей в ее парк ходит и радуется все меньше, и послам волшебства грозит гибель, как цветкам в пустыне. Короче, без Каниэ они точно пропадут!

Что ж, гений шоу-бизнеса пробуждается лишь для того, чтобы совершить невозможное! Не беда, что парк совсем обветшал, денег нет, а феи с монстрами разучились работать и смирились с жалкой участью. Не страшно, что рядом крутятся ушлые ребята, готовые прибрать к рукам лакомый кусочек. Сэйя заключил с ними пари, что за три месяца парк примет 250 тысяч посетителей – в сотню раз больше, чем до того! И, надо сказать, что с идеями нового лидера и помощью Латифы с Сэнто машина Амаги хоть со скрипом, но закрутилась и начала набирать ход. Успеют ли герои в срок? Кто сомневается, тому не место в стройных рядах работников нашего парка!"	романтика
"Поздний сёгунат Токугава заразился вирусом политкорректности! В самом деле, зачем зря махать мечом и жечь иностранную заразу, если можно творчески использовать опыт гайдзинов и зомбировать своих подданных? Именно этим занимаются власти альтернативной Японии XIX века, где по стране гастролируют Синсэнгуми, группы смазливых ребят, чьи «небесные песни» расслабляют душу и лишают воли думать о лучшей жизни. Иное песенное творчество строго запрещено, а трагические воины нашей истории в этом мире прыгают по сцене и повергают к ногам не трупы врагов, а тысячи девичьих сердец!

Но новая эпоха уже стучится в двери, с ревом и муками рождая собственную мелодию - рок, провозвестник перемен! Незнатный, но талантливый самурай Рёма Сакамото по такому случаю сменил темные одежды заговорщика нашего мира на яркий костюм первой японской рок-звезды, а меч – на гитару. Теперь с помощью лучших друзей Синсаку Такасуги и Когоро Кацуры молодой музыкант ударит тяжелым роком по коварным промывателям мозгов и дешевой попсе в три аккорда! Усилия Хидзикаты, Окиты и их банды мальчиков-зайчиков последнему сёгуну Ёсинобу не помогут: ведь рок – это музыка свободы, а правильный металл побеждает везде – и на сцене, и на поле брани!"	повседневность
"Однажды грозовой ночью на далеком Севере у разбойничьего атамана Маттиса и его подруги Ловисы родилась дочь, которую назвали Рони. Сидя у огня в главном зале древнего замка на горе, разбойники дружно славили своего вождя, не обращая внимания на крики нечисти в темном лесу. Даже молния, расколовшая замок, не испортила настроения - наконец-то в их веселой компании появилась достойная наследница, а грязной шайке атамана Борки, что осмеливается делить с ними лес, теперь придет скорый и неминучий конец. Они не знали, что в ту же ночь у Борки родился сын Бирк.

Когда рядом живут два неугомонных ребенка, они неминуемо встретятся, но настоящее знакомство Рони и Бирка состоялось, когда люди Борки внезапно заняли Северную башню замка. Несмотря на обстоятельства, ребята подружились, тайные встречи и совместные прогулки сблизили их настолько, что Бирк и Рони стали считать друг друга братом и сестрой. Между тем зимы становились все суровее, разбойничья жизнь – тяжелее, и было ясно, что в лесу должен остаться лишь один атаман. Но что случится, когда тайное станет явным, и дети пойдут против родителей? Смогут ли чистые детские чувства победить многолетнюю вражду?"	повседневность
"Денди, просто Денди - пижон, стиляга, бабник и показушник, то есть самый крутой парень ближнего, а заодно и дальнего космоса! Он молод, брутален, неотразим и всегда готов к приключениям. Но даже супермену надо платить за выпивку, заправлять корабль и чинить древнего робота QT. Без транспорта и помощника нельзя охотиться на редкие формы разумной жизни, а неизвестных видов во Вселенной с каждым годом все меньше. Охотник Денди, конечно, талантливый, но повелитель мрачной Гогольской империи считает, что его личный враг способен на большее!

А пока темные силы лелеют зловещие планы, Денди с новым напарником по кличке Мяу (настоящее имя выговорить все равно невозможно) прочесывают галактики в погоне за Синей птицей удачи. Попробовать лучший в мире рамэн, вычислить монстра-убийцу, победить зомби – для команды друзей нет ничего невозможного. Экипаж знаменитого корабля «Алоха Оэ» - последние романтики космоса, ибо их ведет высокая цель. Ведь если не будешь крутиться – не на что будет гульнуть с размахом в любимой сети ресторанов «Сис-Ки»!"	повседневность
"Не надо играться с древними тайнами! Кое-кто нарушил завет, и в мире стали появляться личности, способные на телепортацию, наведение иллюзий, психометрию и другие странные вещи. Новые способности не меняют сути людей – а значит, одни тут же возгордились и решили править миром, топча бездарных «букашек», а другие стали защищать слабых и обиженных, превратившись в героев правосудия. При этом «обиженные» и власть имущие одинаково ненавидят эсперов, но если простаки хотят уничтожить всех «мутантов», то  хитрые политики планируют оставить некоторых в живых – для опытов.

Вот в таких суровых условиях живут молодые эсперы Ринка, Кётаро, Аюму, Мурасаки и их друзья. Все они разные: кто из бедняков, кто из богатеев, кто вообще из воров и якудза, но ребят объединяет чувство локтя и справедливости. Пускай люди их боятся, а рвущиеся к власти собратья по дару презирают – наши герои все равно будут делать что должно, даже жертвуя собой. Мир изначально жесток, но стремится к равновесию – и один правильный поступок иногда способен исправить сотни  ошибок. Потому героев вроде Ринки, она же Белая Девушка, много и не надо, да много их и не бывает. И хватит поминать «людей Икс»: ученые давно доказали, что Япония – родина эсперов… и слонов!"	повседневность
"Быстрая вода голубых дорожек снова свела вместе старых знакомых и привлекла в привычную компанию новые лица. Вернувшись домой, Рин Мацуока преодолел детскую обиду на Харуку Нанасэ, гения плавания, которого не волнуют победные очки и секунды. К радости друзей и сестры, недостойное чувство зависти сменилось здоровым личным и спортивным соперничеством. Теперь Рин – капитан команды сильнейшей в округе школы Самэдзука, а соперник у них лишь один – школа Иватоби, где учатся главные герои. А на дворе весна, у пловцов начинается новый спортивный год!

Харука, Макото, Нагиса и примкнувший к ним Рэй смогли помириться с Рином, а теперь должны развивать созданный клуб и искать достойную смену. Лучшая реклама клуба – успехи в соревнованиях, и здесь не все так просто. Пускай Самэдзуку постоянно усиливают новые таланты, а четверка Иватоби остается прежней, но каждого из основных героев начинают мучить собственные проблемы, неуверенность в себе и тяжкие думы о будущем. Только спорт дан человеку, чтобы закалять характер, а друзья – чтобы помочь в трудную минуту. Если не опускать руки и работать над собой, за весной надежд обязательно придет лето свершений!"	повседневность
"Молодой, но уже известный каллиграф Сэйсю Ханда впал в грех гордыни – и ударил старого мастера, прилюдно заявившего, что в его внешне красивых иероглифах не хватает души. Так Ханда-сан стал изгоем в мире высокого искусства, а строгий отец отослал его на пустынный остров в Восточно-Китайском море, чтобы тишина и свежий морской воздух прочистили непутевому сыну мозги и обновили совесть. 23-летний городской парень отправился в изгнание, горько сетуя на судьбу и несовершенство мира. Жизнь в месте, лишенном метро, Интернета и унитаза с подогревом, казалась ему адом на земле.

Остров Фукуэ, что лежит в архипелаге Гото в сотне километров от побережья Кюсю, и правда далек от цивилизации, однако люди нашлись и здесь. Жители деревни, где поселился Сэйсю – от местного старейшины до последнего школьника – настоящие дети природы, мудрые спокойной крестьянской простотой. Общаясь с ними и гуляя по острову под шум волн, юный затворник начал понимать, что истинное искусство растет из простоты, из крушения иллюзий и обретения свободы духа. А больше всех ему помогла 7-летняя непоседа Нару – живое воплощение фразы «устами младенца глаголет истина». Сэй значит «чистый», но чистый лист для каллиграфа – лишь повод начать все заново!"	романтика
"В фэнтезийном мире заклинателями духов могут быть лишь невинные девы. У мужчин этот дар редок и опасен – люди до сих пор помнят, как Сулейман Проклятый призвал орды демонов. И вот тысячу лет спустя появился еще один духовидец по имени Камито. Выжил парень потому, что с детства учился в тайной школе убийц, а когда ее уничтожили, сумел бежать. Переодевшись девушкой, изгнанник даже выиграл престижный турнир «Танец Клинков» - но, увы, вскоре потерял напарницу, темного духа Рестию. Отчаявшись найти ее самостоятельно, Камито согласился принять помощь.

Сиэль Грейворт, могущественная Ведьма Сумерек, предложила Камито перейти в ее магическую академию и выиграть очередной «Танец». Госпожа ректор получала политические бонусы, беглецу была обещана защита и информация о Рестии. Тут все и началось - в итоге герой переехал в комнату некоей розововолосой, плоскогрудой и вспыльчивой особы, у которой тут же образовались конкурентки. В довершение всего Эст, новый дух Камито, оказалась 10-летней лоли, обожающей спать в постели хозяина в одних э-э… чулках. Ехидная ведьма рассчитала верно – в такой компании просто сил не останется стать очередным Князем Тьмы!"	повседневность
